id,name,taxa_kind_id_name,description,col_id,eol_id,Autore,"Inizio fioritura","Fine fioritura","Limite altitudinale inferiore","Limite altitudinale superiore","Ciclo biologico","Nome Italiano",Progressivo,Sinonimi,Diffusione
2006,"Levisticum officinale",Specie,"(probabilm. dal gr. ligystikón, nome d'incerto significato di una p. in Dioscoride).<br /><br />P. alta fino a 2 m., glabra, aromatica; fg. assai grandi, lucide, bi-tripennatosette; ombrelle con 12 e più raggi; involucro e involucretti con numerose brattee e bratteole riflesse; fr. non più lungo di 7 mm., a coste laterali più prominenti delle dorsali. Qui e lì coltivato negli orti di montagna come verdura da aggiungere alle carni e alle minestre per il suo particolare sapore; talvolta inselvatichito. Specie probabilm. originaria dell'Asia occid..",7768a5dcc942a1895890aaa4d3c4d7c6,467097,Koch.,Giugno,Agosto,,,,,579,,
2005,"Ferula ferulago",Specie,"(dal lat. ferula = canna, sferza usata per punire i fanciulli).<br /><br />F. angoloso-solcato, alto 1-2 m., a rami sup. verticillati; ombrella terminale grande, (diametro fino a 15 cm.), superata in altezza dalle laterali più piccole e in parte verticillate; involucro a brattee riflesse, orlate di bianco, involucretti a bratteole patenti. Su pendii soleggiati e rocciosi nella parte più merid. della reg. (dintorni di Trento, Nomi, M. Finonchio, Vallarsa inf., M. Baldo).",6cf15a7a80a6daf447f04764dfc6e12b,49896022,L.,Marzo,Agosto,0,1000,,Finocchiaccio,,,
2003,"Pastinaca sativa",Specie,"(dal lat. pastus = alimento, per la radice mangereccia come quella delle carote).<br /><br />F. di 3-10 dm. e più; fg. semplicem. pennatosette, a segmenti ovali o bislunghi, inegualm. seghettati, lucidi e giabri di sopra, pubescenti di sotto; fr. ellittico, compresso nel dorso. Freq. nei prati, lungo le strade ed in vicinanza dei corsi d'acqua.",f5db859c35f7a43a035a73ae91ea32f4,581528,L.,Marzo,Agosto,0,1000,,Pastinaca,582,,
2002,"Peucedanum altissimum",Specie,"Su pendii sassosi e cespugliosi.",1e0be385dde11a3f4a777e70f360d128,50285970,Thellung,Giugno,Agosto,0,1000,,,,"(= P. verticillare Koch)",
2001,"Foeniculum vulgare",Specie,"(diminutivo di foenum = fieno, per la finezza delle lacinie delle fg.).<br /><br />P. robusta, glauca, alta anche oltre 2 m.; f. pieno, midolloso; fr. fortem. aromatico. Coltivato negli orti e talvolta inselvatichito.<br /><br />Nella ssp. capillaceum (Gilib.) rinvenuto spontaneo da Béguinot su cenge dei dirupi rimpetto a Nago.<br /><br />I fr. contengono un olio essenziale, per il quale si usano come aggiunta al pane e per ridurre la formazione di gas intestinali.",ff80ffc6731f1ca89c4391e171aace3b,585008,Mill.,Marzo,Agosto,,,,"Finocchio selvatico",,,
2000,"Molopospermum cicutarium",Specie,"(dal gr. mòlops = graffio e \'sperma\' = seme, probabilm. per i solchi esistenti tra le coste del fr.).<br /><br />Ombrelle con molti raggi (fino a 40 nella terminale), involucro e involucretti presenti; pt. acuminati; fr. lungo ca. 1 cm., fortem. compresso, giallastro a maturità. Su pendii montani, erboso-rupestri, ma anche sui prati ed entro i boschi. Nel Tr. sud-occid.; però rinvenuta anche sopra Torcegno (Valsugana).",ba759fd030b868dbd142feafaa28b002,52534204,DC.,Giugno,Agosto,1000,2200,,"Cicutaria fetida",,,
1999,"Conium maculatum",Specie,"(dal gr. kòneion, nome della Cicuta maggiore).<br /><br />Fg. inf. assai grandi, 2-4 volte pennatosette, a divisioni ultime oblunghe o lanceolate, seghettate; ombrelle di 8-20 raggi, involucro e involucretti presenti, il primo a brattee con margine bianco, i secondi con bratteole rivolte tutte dallo stesso lato. Su macerie e in luoghi incolti.<br /><br />P. assai velenosa allo stato verde.",f9b6fb7dcf2d063863210f53043774df,581784,L.,Giugno,Agosto,0,1000,,"Cicuta maggiore",596,,
1998,"Bifora radians",Specie,"(dal lat. bis= doppio e \'fóris\' = porta, per 2 forellini esistenti in ciascuno dei diacheni formanti il fr. sulla loro faccia di congiunzione).<br /><br />P. annua alta pochi dm. con f. a rami divaricati; lacinie delle fg. sup. capillari; pt! esterni dei fi. periferici delle ombrellette raggianti;' fr' maturo finem. punteggiato. Nei campi di biade e in luoghi incolti nella parte merid. della reg. (verso N. fino a Merano e a Bressanone).<br /><br />Rinvenuta soltanto ad Avior <em>B. testiculata</em> Roth., che si distingue per le lacinie lineari (anziché capillari) delle fg. sup., per le ombrelle con soli 2-3 raggi, per i fi. periferici delle ombrellette di quasi eguai grandezza degii interni e i fr. rugoso-tubercolatì.",f29ef6c3b7e984cbc23c8ff7b33d573b,581708,M.B.,Marzo,Agosto,,,,"Coriandolo selvatico",,,
1997,"Sanicula europaea",Specie,"(dal latino sanare = guarire)<br /><br />F. di ca. 5 dm.; fg. a contorno rotondeggiante, palmatopartite, con 5 segmenti; ombrelle piccole, solitarie o riunite in 2-8 su peduncoli per lo più di varie lunghezze. Nei boschi ombrosi, su terreno ricco di humus.",8103b236ae3043b2c4724106565ea895,5040571,L.,Marzo,Agosto,700,1000,,"Erba fragolina",556,,
1996,Astrantia,Genere,"(dal gr. astér = stella, per l'involucro raggiante).",84e040dbc0f42d3456048908fc02a340,60522,L.,,,,,,,,,
1995,Bupleurum,Genere,"(dal gr. bus = bue e pleurón = costa, per la forma delle fg. in alcune sp.).",a780887b99eafff5a78487a4b9e06ce8,31019290,L.,,,,,,,,,
1994,Eryngium,Genere,"(da \'eryngion\', nome greco di queste p., dovuto alla loro supposta proprietà di provocare eruttazioni).",ad7dba84a0e3541c10b98f8ac3c4a306,37232,L.,,,,,,,,,
255,Umbelliferae,Famiglia,"(dal lat. umbella = ombrella).<br />La principale caratteristica esteriore di questa famiglia, le cui specie sono diffuse soprattutto nelle regioni temperate dell'emisfero boreale, è data dal tipo dell'infiorescenza, ch'è sempre un'ombrella, semplice o composta, tranne nel gen. <em>Eryngium</em>, nel quale è a capolino.<br />Al punto di origine dei raggi dell'ombrella, come anche in quello dei raggi delle ombrellette, se l'infiorescenza è composta, si trovano assai spesso alcune (1-più) \'brattee\' che costituiscono l'\'involucro\' dell'ombrella, rispettivamente alcune \'bratteole\', che formano l'\'involucretto\' delle ombrelle.<br />I fi., per lo più ermafroditi, sono regolri (a simmetria raggiata) e constano di un cal. di 5 sp. assai poco sviluppati o nulli; di una cor. di 5 st. e di 1 pt., spesso con apice incurvato verso il centro del fi.; di 5 st. e di un pistillo con ov. infero biloculare e 2 stili terminanti in stimmi a capocchia (T. 24, fig. 1).<br />Il fr. è secco e formato di 2 acheni (diachenio), che alla maturità si separano, rimanendo però sospesi a un filamento intero o bifido, detto \'carpoforo\' (T. 24. fig. 2). Visto dal di sopra, o meglio in sezione trasversale, il fr. (i cui acheni naturalm. non si siano acora separati) può essere a contorno circolare o poligonale (T.24, fig. 4-5), o compresso lateralm., così  che la faccia, colla quale i 2 acheni sono a contatto è più stretta del massimo diametro trasversale del fr. (T. 24, fig. 4-6), o compresso nel dorso, nel qual caso la faccia di contatto degia acheni corrisponde al massimo diametro trasversale del fr. (T. 24, fig. 5).<br />La superficie del fr. può essere glabra o coperta di peli o di aculei e, tanto nell'uno che nell'altro caso, è per lo più percorsa da \'coste\' longitudinali ± prominenti e non di raro alate (T. 24, fig. 6).<br />Moltre Ombrellifere sono aromatiche per un contenuto di olii essenziali; non poche trovano impiego nella preparazione delle vivande o in medicina (Anice, Sedano, Prezzemolo, Angelica ecc.); parecchie poi sono velenose (p. e. la Cicuta), anche fra quelle usate a scopo curativo.<br /><em>Per un più facile e sicura classifcazione fa d'uopo raccogliere non solo esemplari con fi., ma anche maturi o in via di maturazione abbastanza avanzata.</em>",25de583791577526fa6112aba66f51cc,4200,,,,,,,,,,
